"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"ath00513","Metabolism","Glycan biosynthesis and metabolism","ath00513","Various types of N-glycan biosynthesis - Arabidopsis thaliana (thale cress)","29/3311","34/5596",0.852941176470588,1.44157620765008,3.10860946648559,0.000975069132482416,0.0117894722381965,0.00867764873883873,"AT1G02145/AT1G05590/AT1G16570/AT1G16900/AT1G26810/AT1G30000/AT1G32210/AT1G34130/AT1G49710/AT1G61790/AT1G65590/AT1G71990/AT1G76400/AT1G78800/AT2G01720/AT2G05320/AT2G35520/AT2G40190/AT2G47760/AT3G19280/AT3G21160/AT3G55260/AT4G21150/AT4G29870/AT4G38240/AT5G14950/AT5G19690/AT5G55500/AT5G66680",29
"ath00230","Metabolism","Nucleotide metabolism","ath00230","Purine metabolism - Arabidopsis thaliana (thale cress)","70/3311","95/5596",0.736842105263158,1.24535440080116,2.90316263649445,0.00210713835492139,0.0220180372369717,0.0162063906849099,"AT1G09830/AT1G14230/AT1G17750/AT1G19920/AT1G23190/AT1G26160/AT1G27450/AT1G31220/AT1G32380/AT1G36280/AT1G54130/AT1G63660/AT1G67550/AT1G70730/AT1G72880/AT1G73080/AT1G74260/AT1G79470/AT2G02220/AT2G02970/AT2G14750/AT2G23820/AT2G26230/AT2G35040/AT2G35390/AT2G37250/AT2G38280/AT2G39270/AT2G41880/AT2G42070/AT2G44530/AT3G01820/AT3G03900/AT3G04080/AT3G06200/AT3G09820/AT3G14050/AT3G17470/AT3G21110/AT3G27060/AT3G55010/AT3G57550/AT3G57610/AT4G02260/AT4G09320/AT4G11010/AT4G11980/AT4G12440/AT4G12720/AT4G13720/AT4G17050/AT4G18440/AT4G20070/AT4G23900/AT4G24730/AT4G25434/AT4G34740/AT4G34890/AT4G34900/AT4G38880/AT5G18280/AT5G35170/AT5G43600/AT5G43780/AT5G47840/AT5G50370/AT5G51820/AT5G58240/AT5G63310/AT5G63400",70
"ath00280","Metabolism","Amino acid metabolism","ath00280","Valine, leucine and isoleucine degradation - Arabidopsis thaliana (thale cress)","41/3311","52/5596",0.788461538461538,1.33259763492322,2.90031889057847,0.00215213897804986,0.0220180372369717,0.0162063906849099,"AT1G03090/AT1G04710/AT1G06550/AT1G10060/AT1G10070/AT1G23800/AT1G44170/AT1G48030/AT1G50110/AT1G54100/AT1G55510/AT1G71180/AT2G14170/AT2G26800/AT2G30660/AT2G33150/AT2G38400/AT3G06810/AT3G06850/AT3G13450/AT3G16170/AT3G16950/AT3G17240/AT3G24360/AT3G45300/AT3G48000/AT3G49680/AT3G60510/AT4G11820/AT4G13360/AT4G16155/AT4G16800/AT4G29120/AT4G31810/AT4G34030/AT4G34240/AT4G39660/AT5G09300/AT5G47720/AT5G48230/AT5G65780",41
"ath03082","Genetic Information Processing","Chromosome","ath03082","ATP-dependent chromatin remodeling - Arabidopsis thaliana (thale cress)","49/3311","64/5596",0.765625,1.29400105708245,2.84730720315478,0.0025680729489376,0.0243966930149072,0.0179572018233982,"AT1G02740/AT1G16690/AT1G18450/AT1G20670/AT1G21700/AT1G52740/AT1G65650/AT1G79020/AT2G16780/AT2G17930/AT2G18000/AT2G19520/AT2G25170/AT2G27470/AT2G33610/AT2G36740/AT2G38810/AT2G46020/AT2G47210/AT3G06400/AT3G12380/AT3G12810/AT3G17590/AT3G33520/AT3G44490/AT3G44660/AT3G44680/AT3G45830/AT3G54560/AT3G57300/AT4G14385/AT4G29730/AT4G34430/AT4G35050/AT4G36080/AT4G38130/AT4G38495/AT5G14170/AT5G16310/AT5G18620/AT5G22330/AT5G27670/AT5G43500/AT5G45600/AT5G54640/AT5G55040/AT5G58230/AT5G63110/AT5G67630",49
"ath00310","Metabolism","Amino acid metabolism","ath00310","Lysine degradation - Arabidopsis thaliana (thale cress)","25/3311","30/5596",0.833333333333333,1.40843652471559,2.699915251709,0.0042902476874255,0.0347714304833562,0.0255935341112159,"AT1G23800/AT1G44170/AT1G48030/AT1G54100/AT2G17900/AT2G22740/AT2G33290/AT2G35160/AT3G03750/AT3G16950/AT3G17240/AT3G48000/AT4G02020/AT4G13460/AT4G15180/AT4G16155/AT4G26910/AT4G33150/AT4G34240/AT5G04940/AT5G09790/AT5G13960/AT5G47720/AT5G48230/AT5G55070",25
"ath00340","Metabolism","Amino acid metabolism","ath00340","Histidine metabolism - Arabidopsis thaliana (thale cress)","17/3311","19/5596",0.894736842105263,1.51221605811569,2.6919451177888,0.00441266488307262,0.0347714304833562,0.0255935341112159,"AT1G09795/AT1G23800/AT1G31860/AT1G44170/AT1G54100/AT1G58080/AT1G71920/AT2G32160/AT2G32170/AT2G36230/AT3G48000/AT4G14910/AT4G26900/AT4G34240/AT4G39120/AT5G10330/AT5G63890",17
"ath01230","Metabolism","Global and overview maps","ath01230","Biosynthesis of amino acids - Arabidopsis thaliana (thale cress)","163/3311","242/5596",0.673553719008264,1.13838919105112,2.64915399095332,0.00453634936625432,0.0347714304833562,0.0255935341112159,"AT1G02500/AT1G07780/AT1G08250/AT1G08630/AT1G09795/AT1G10060/AT1G10070/AT1G11790/AT1G12230/AT1G14810/AT1G17290/AT1G18500/AT1G18640/AT1G22020/AT1G22170/AT1G23310/AT1G25220/AT1G29410/AT1G31180/AT1G31230/AT1G31860/AT1G32380/AT1G32440/AT1G32480/AT1G36370/AT1G44820/AT1G48470/AT1G48850/AT1G48860/AT1G50110/AT1G54340/AT1G55880/AT1G58080/AT1G65930/AT1G70580/AT1G71100/AT1G71920/AT1G72330/AT1G74040/AT1G75330/AT1G78050/AT1G79530/AT1G79550/AT1G80560/AT1G80600/AT2G04400/AT2G05710/AT2G13810/AT2G17130/AT2G17265/AT2G19940/AT2G21170/AT2G21940/AT2G22250/AT2G22480/AT2G22910/AT2G27820/AT2G29560/AT2G29690/AT2G30970/AT2G31810/AT2G35390/AT2G36230/AT2G36530/AT2G36580/AT2G37500/AT2G42790/AT2G43090/AT2G44040/AT2G44350/AT2G44530/AT2G45290/AT2G45300/AT2G45440/AT3G03630/AT3G06350/AT3G07630/AT3G10050/AT3G14390/AT3G17820/AT3G19480/AT3G22460/AT3G23940/AT3G29200/AT3G47340/AT3G48560/AT3G49160/AT3G49680/AT3G50520/AT3G52930/AT3G52990/AT3G53580/AT3G55440/AT3G55610/AT3G55810/AT3G57050/AT3G58610/AT3G58740/AT3G58750/AT3G59760/AT3G59890/AT3G60880/AT4G01850/AT4G02610/AT4G08900/AT4G13430/AT4G14880/AT4G14910/AT4G17830/AT4G19710/AT4G24830/AT4G26270/AT4G26520/AT4G26900/AT4G26970/AT4G29220/AT4G29840/AT4G31990/AT4G32520/AT4G32840/AT4G33510/AT4G35260/AT4G35640/AT4G35830/AT4G37670/AT4G39120/AT4G39540/AT5G03290/AT5G05590/AT5G05730/AT5G08570/AT5G10240/AT5G10330/AT5G10920/AT5G11520/AT5G13280/AT5G13420/AT5G14060/AT5G14590/AT5G17920/AT5G17990/AT5G19550/AT5G20980/AT5G26780/AT5G28020/AT5G28030/AT5G28237/AT5G34930/AT5G35630/AT5G44520/AT5G48220/AT5G52920/AT5G53460/AT5G54810/AT5G56350/AT5G56630/AT5G61410/AT5G61580/AT5G63680/AT5G63890/AT5G65010/AT5G65780/AT5G66120",163
"ath03030","Genetic Information Processing","Replication and repair","ath03030","DNA replication - Arabidopsis thaliana (thale cress)","34/3311","43/5596",0.790697674418605,1.33637698159061,2.66522079947814,0.00473306826265004,0.0347714304833562,0.0255935341112159,"AT1G07370/AT1G08130/AT1G08840/AT1G09815/AT1G21690/AT1G44900/AT1G50840/AT1G63160/AT1G67320/AT1G67630/AT1G77470/AT1G78650/AT2G06510/AT2G07690/AT2G16440/AT2G25100/AT2G27470/AT2G29570/AT2G39440/AT3G02920/AT3G20540/AT3G52630/AT4G20325/AT5G08020/AT5G22010/AT5G22110/AT5G26680/AT5G27740/AT5G41880/AT5G44635/AT5G45400/AT5G46280/AT5G63960/AT5G67100",34
"ath03460","Genetic Information Processing","Replication and repair","ath03460","Fanconi anemia pathway - Arabidopsis thaliana (thale cress)","36/3311","46/5596",0.782608695652174,1.32270560581986,2.64530326289264,0.00502301624029578,0.0347714304833562,0.0255935341112159,"AT1G08390/AT1G10930/AT1G20720/AT1G35530/AT1G48360/AT1G49980/AT1G60930/AT1G67500/AT2G06510/AT2G21800/AT2G22140/AT2G32000/AT2G45280/AT3G02920/AT3G05090/AT3G05210/AT3G24515/AT3G48470/AT3G52630/AT4G00020/AT4G02460/AT4G09140/AT4G14970/AT4G30870/AT4G35740/AT5G01630/AT5G08020/AT5G20850/AT5G40820/AT5G41150/AT5G44740/AT5G44750/AT5G45400/AT5G49110/AT5G63540/AT5G63920",36
"ath00540","Metabolism","Glycan biosynthesis and metabolism","ath00540","Lipopolysaccharide biosynthesis - Arabidopsis thaliana (thale cress)","10/3311","10/5596",1,1.69012382965871,2.62913624030873,0.00522878653885055,0.0347714304833562,0.0255935341112159,"AT1G24793/AT1G25054/AT1G25145/AT1G25210/AT2G04560/AT3G20480/AT4G05210/AT4G21220/AT4G29540/AT5G03770",10
"ath00564","Metabolism","Lipid metabolism","ath00564","Glycerophospholipid metabolism - Arabidopsis thaliana (thale cress)","71/3311","99/5596",0.717171717171717,1.21210900914918,2.56301045417743,0.0061459637696476,0.0388852304456546,0.0286214992595637,"AT1G13560/AT1G15110/AT1G32200/AT1G43710/AT1G48600/AT1G52570/AT1G55180/AT1G62430/AT1G63050/AT1G68000/AT1G71697/AT1G74210/AT1G74320/AT1G75020/AT1G78690/AT2G18730/AT2G20900/AT2G26830/AT2G32260/AT2G38670/AT2G39290/AT2G40690/AT2G42010/AT2G45150/AT2G45670/AT3G02600/AT3G03310/AT3G03540/AT3G05510/AT3G05630/AT3G07690/AT3G09560/AT3G10370/AT3G15730/AT3G16785/AT3G18000/AT3G18850/AT3G25585/AT3G48610/AT3G55030/AT3G57140/AT3G57650/AT3G60620/AT4G00240/AT4G04870/AT4G09760/AT4G11830/AT4G11840/AT4G11850/AT4G15130/AT4G16700/AT4G19860/AT4G22340/AT4G24730/AT4G25970/AT4G26770/AT4G30580/AT4G35790/AT4G38570/AT5G04040/AT5G07920/AT5G08030/AT5G20060/AT5G25370/AT5G40610/AT5G41080/AT5G42870/AT5G43300/AT5G57190/AT5G57690/AT5G63770",71
"ath00640","Metabolism","Carbohydrate metabolism","ath00640","Propanoate metabolism - Arabidopsis thaliana (thale cress)","33/3311","42/5596",0.785714285714286,1.32795443758899,2.56786242777573,0.00643214338198797,0.0388852304456546,0.0286214992595637,"AT1G06290/AT1G06310/AT1G06550/AT1G36160/AT1G36180/AT1G48030/AT1G55510/AT2G14170/AT2G20420/AT2G30660/AT2G35690/AT2G38040/AT3G06850/AT3G13450/AT3G16950/AT3G17240/AT3G24360/AT3G51840/AT3G60510/AT4G04320/AT4G13360/AT4G16155/AT4G16760/AT4G17260/AT4G31810/AT5G08300/AT5G09300/AT5G15530/AT5G16390/AT5G23250/AT5G35360/AT5G36880/AT5G65110",33
"ath03430","Genetic Information Processing","Replication and repair","ath03430","Mismatch repair - Arabidopsis thaliana (thale cress)","26/3311","32/5596",0.8125,1.3732256115977,2.54852794752042,0.00696753909577654,0.0402905521625339,0.029655887226875,"AT1G07370/AT1G08130/AT1G09815/AT1G18090/AT1G21690/AT1G29630/AT1G63160/AT1G65070/AT1G77470/AT1G78650/AT2G06510/AT2G29570/AT3G02920/AT3G18524/AT3G24495/AT3G52630/AT4G02070/AT4G02460/AT4G09140/AT4G25540/AT4G35520/AT5G08020/AT5G22010/AT5G27740/AT5G45400/AT5G63960",26
"ath03440","Genetic Information Processing","Replication and repair","ath03440","Homologous recombination - Arabidopsis thaliana (thale cress)","45/3311","60/5596",0.75,1.26759287224404,2.5083530264254,0.00748530530012034,0.0403682310979806,0.0297130628580308,"AT1G05490/AT1G09815/AT1G10930/AT1G20720/AT1G50840/AT1G60930/AT1G64750/AT1G77320/AT1G78650/AT1G79050/AT1G80210/AT2G01440/AT2G06510/AT2G16390/AT2G19490/AT2G21450/AT2G21800/AT2G22140/AT2G31970/AT2G32000/AT2G45280/AT3G02680/AT3G02920/AT3G06820/AT3G19210/AT3G20540/AT3G24340/AT3G32920/AT3G42670/AT3G48190/AT3G52630/AT4G00020/AT4G02110/AT4G21070/AT4G30870/AT4G32960/AT4G35740/AT5G01630/AT5G08020/AT5G20420/AT5G20850/AT5G45400/AT5G54260/AT5G63920/AT5G63960",45
"ath03008","Genetic Information Processing","Translation","ath03008","Ribosome biogenesis in eukaryotes - Arabidopsis thaliana (thale cress)","70/3311","98/5596",0.714285714285714,1.20723130689908,2.49116543588569,0.00758801336428206,0.0403682310979806,0.0297130628580308,"AT1G06720/AT1G08410/AT1G10300/AT1G10490/AT1G15420/AT1G15440/AT1G26530/AT1G27470/AT1G43860/AT1G50920/AT1G52980/AT1G56110/AT1G63780/AT1G63810/AT1G67120/AT1G75660/AT1G80770/AT2G03820/AT2G18900/AT2G21440/AT2G23070/AT2G23080/AT2G24990/AT2G25420/AT2G26970/AT2G27200/AT2G39820/AT2G43190/AT2G44680/AT2G46230/AT2G47300/AT2G47990/AT3G01610/AT3G03110/AT3G05060/AT3G06530/AT3G12860/AT3G21540/AT3G22980/AT3G26480/AT3G50000/AT3G50090/AT3G50100/AT3G51270/AT3G57000/AT3G57940/AT4G02400/AT4G04940/AT4G07410/AT4G17640/AT4G28200/AT5G05540/AT5G08600/AT5G11240/AT5G16750/AT5G17020/AT5G18180/AT5G20010/AT5G22100/AT5G25800/AT5G27120/AT5G37350/AT5G38720/AT5G41190/AT5G42540/AT5G47080/AT5G59980/AT5G66540/AT5G67240/AT5G67380",70
"ath04070","Environmental Information Processing","Signal transduction","ath04070","Phosphatidylinositol signaling system - Arabidopsis thaliana (thale cress)","56/3311","77/5596",0.727272727272727,1.22918096702452,2.43741930620374,0.00901168914334057,0.0460982560024729,0.0339306514303916,"AT1G10900/AT1G22100/AT1G34260/AT1G49340/AT1G58643/AT1G60490/AT1G60890/AT1G62430/AT1G66410/AT1G68000/AT1G71010/AT2G18730/AT2G20900/AT2G26420/AT2G40116/AT2G41210/AT2G45150/AT3G01310/AT3G07960/AT3G09920/AT3G10550/AT3G14270/AT3G19420/AT3G43810/AT3G50110/AT3G51460/AT3G51830/AT3G55940/AT3G56960/AT3G60620/AT4G08170/AT4G22340/AT4G26770/AT4G33240/AT4G33770/AT4G38570/AT4G39120/AT5G04540/AT5G07370/AT5G07920/AT5G09290/AT5G09350/AT5G15070/AT5G21274/AT5G37780/AT5G39400/AT5G42810/AT5G49480/AT5G57690/AT5G58690/AT5G58700/AT5G63770/AT5G63980/AT5G64000/AT5G64070/AT5G66020",56
